0,1,2,3
Train KlDiv,Mean 1-abs(error),Num Steps,Examples Seen
0.4226375,0.889385935323412,0,1
0.054184135,0.9724874523527488,50,51
0.01875312,0.981412730222005,100,101
0.016258126,0.980533748124701,150,151
0.015777266,0.984953718580923,200,201
0.011132563,0.9818497774213484,250,251
0.020758629,0.9821845132081621,300,301
0.018118601,0.9868177156160242,350,351
0.0069640474,0.9853227619669873,400,401
0.014633465,0.9847049171853814,450,451
0.011120703,0.9874843352177101,500,501
0.006640213,0.9924188378238823,550,551
0.005169091,0.9921678308366974,600,601
0.011766847,0.9885753595701514,650,651
0.009346408,0.985437058249954,700,701
0.011850855,0.9907673666181164,750,751
0.010185638,0.9933763724796095,800,801
0.012321369,0.9896063818553893,850,851
0.005669409,0.9911782421578097,900,901
0.011168365,0.9849124650897978,950,951
0.016500816,0.9862480413323031,1000,1001
0.009094085,0.9888102406884471,1050,1051
0.010326659,0.9924768196970941,1100,1101
0.00667381,0.9922407839785319,1150,1151
0.004395283,0.995428534507798,1200,1201
0.0030228687,0.9921076759803453,1250,1251
0.007648629,0.9942162524260791,1300,1301
0.011228203,0.9880009148914491,1350,1351
0.007672835,0.9928690558517189,1400,1401
0.010271159,0.9918136690492114,1450,1451
0.0053764586,0.9939167618147831,1500,1501
0.0026682767,0.9917845196712308,1550,1551
0.004972808,0.995222182072437,1600,1601
0.006358607,0.9948211892634712,1650,1651
0.0017878143,0.9952199588079438,1700,1701
0.011593002,0.9931652735083794,1750,1751
0.0032709178,0.9936173030970759,1800,1801
0.0044830255,0.9947128748879444,1850,1851
0.0046468987,0.9957679352168443,1900,1901
0.011632041,0.9895443078950659,1950,1951
0.005474555,0.9875897424159805,2000,2001
0.015849274,0.9882726018213333,2050,2051
0.0072065974,0.9881306605640069,2100,2101
0.010325874,0.991624506225661,2150,2151
0.012004174,0.9868386851130327,2200,2201
0.0056855218,0.9901548756576839,2250,2251
0.020558909,0.9829559145449895,2300,2301
0.012893628,0.9877721155653343,2350,2351
0.008072473,0.9899271376720029,2400,2401
0.004070111,0.9882328165705576,2450,2451
0.008483,0.9876238157806474,2500,2501
0.013395466,0.9861772215276219,2550,2551
0.0084159095,0.9899285308270688,2600,2601
0.007548731,0.9904542172581992,2650,2651
0.011948469,0.9927220233644756,2700,2701
0.003909553,0.990407463554592,2750,2751
0.0050444435,0.9924940239392348,2800,2801
0.0022536854,0.9933967266828585,2850,2851
0.0016921716,0.9940047857147531,2900,2901
0.0027336744,0.9944445517679957,2950,2951
0.0033722199,0.9927481898658692,3000,3001
0.0045406516,0.9903932661821788,3050,3051
0.0034468651,0.9955453824889907,3100,3101
0.0025640356,0.9957381059611541,3150,3151
0.0042296103,0.9916772068544649,3200,3201
0.00774765,0.9908348075838791,3250,3251
0.002013506,0.9933304721552016,3300,3301
0.0017053063,0.9942791684483787,3350,3351
0.0068940073,0.9878043810963517,3400,3401
0.008332697,0.9958162760450833,3450,3451
0.002337704,0.995656716603502,3500,3501
0.002671824,0.9930404961386808,3550,3551
0.0027478733,0.9957119936713277,3600,3601
0.005562858,0.9949264469852409,3650,3651
0.0026819427,0.9925914022044808,3700,3701
0.0046945745,0.9943073284722793,3750,3751
0.0030668066,0.993317346660306,3800,3801
0.0020895398,0.9953249033668188,3850,3851
0.0036788296,0.9951416604723421,3900,3901
0.0020101361,0.9962396883756459,3950,3951
0.0017340577,0.9961361437275453,4000,4001
0.0032180974,0.9912746733756967,4050,4051
0.0073007448,0.9948854846401731,4100,4101
0.0027243835,0.9938309972773387,4150,4151
0.0022217783,0.9960194387981185,4200,4201
0.0028306583,0.9970801796577522,4250,4251
0.0023150896,0.9951668963955413,4300,4301
0.0023472866,0.9966222346240242,4350,4351
0.0016444114,0.9964417017483127,4400,4401
0.0028674016,0.9957248146022666,4450,4451
0.0017527705,0.9954778404315718,4500,4501
0.0022331527,0.9963250905147356,4550,4551
0.001982205,0.9954849468831256,4600,4601
0.0014813058,0.9959081117986515,4650,4651
0.009213535,0.9907826788641654,4700,4701
0.0061096116,0.9960662304167058,4750,4751
0.0033686354,0.9954673659015236,4800,4801
0.0019784952,0.9954858010901358,4850,4851
0.0037016552,0.9948301169402165,4900,4901
0.002156118,0.9967311374955055,4950,4951
0.0033855352,0.9961465828211192,5000,5001
0.0023099144,0.9957218271456139,5050,5051
0.0017420754,0.9961166095053632,5100,5101
0.0022455812,0.9967271225196339,5150,5151
0.002993802,0.9956650660285724,5200,5201
0.0044762786,0.9970982945057152,5250,5251
0.006302448,0.9959184332958151,5300,5301
0.002253746,0.99697972648995,5350,5351
0.003315663,0.9952759859317146,5400,5401
0.005770769,0.9913198317254329,5450,5451
0.0043652635,0.9942364190476388,5500,5501
0.0039226427,0.9946244555365324,5550,5551
0.0014591115,0.9958876621148833,5600,5601
0.0022520719,0.9958232668742716,5650,5651
0.0038531467,0.9955859618535181,5700,5701
0.001418328,0.9953141630992248,5750,5751
0.0018494357,0.9960865521133568,5800,5801
0.0045370287,0.9962875373029306,5850,5851
0.002048512,0.9968594626537715,5900,5901
0.0024311072,0.9969239739370559,5950,5951
0.0010333855,0.9954982209352156,6000,6001
0.001752939,0.9964502270360125,6050,6051
0.0021498573,0.9967610601416093,6100,6101
0.0018621843,0.9969289845276723,6150,6151
0.0021133402,0.998035915353432,6200,6201
0.0044727917,0.9932451817777452,6250,6251
0.001315829,0.9977148878133917,6300,6301
0.001551722,0.9971171293806909,6350,6351
0.0027790861,0.9961103171756954,6400,6401
0.0007628824,0.9968636940571884,6450,6451
0.001571691,0.9972658803978627,6500,6501
0.0014315398,0.9969924330828646,6550,6551
0.012656863,0.9898235619623348,6600,6601
0.005085343,0.9976462637002934,6650,6651
0.0035120496,0.9966204251097894,6700,6701
0.00243203,0.9969556401249327,6750,6751
0.0026303388,0.9978545893155121,6800,6801
0.001333946,0.9981836976587979,6850,6851
0.0013273901,0.9970330470508824,6900,6901
0.003857835,0.9972521078527359,6950,6951
0.0027303451,0.9969121402514542,7000,7001
0.0024257903,0.9964906504292534,7050,7051
0.0014874901,0.9969605855072714,7100,7101
0.003760817,0.9943500004913889,7150,7151
0.0041892994,0.9968465110891596,7200,7201
0.0010123986,0.9973389194855862,7250,7251
0.0022392757,0.9972950413824195,7300,7301
0.0009539131,0.997559536296106,7350,7351
0.0013656659,0.9975439228626632,7400,7401
0.00071144564,0.9962685560025464,7450,7451
0.0011269132,0.9959610488920287,7500,7501
0.0025800702,0.9963189109430176,7550,7551
0.0028901165,0.9977043137900447,7600,7601
0.00056203385,0.9974544312562879,7650,7651
0.0009890381,0.9977146739988176,7700,7701
0.0008251374,0.9970708137563454,7750,7751
0.00507474,0.9969541036626571,7800,7801
0.001143474,0.996442773262352,7850,7851
0.0032522792,0.996606641383851,7900,7901
0.0027781767,0.9974877065249061,7950,7951
0.0014076988,0.996807120247844,8000,8001
0.0026556724,0.997514252143985,8050,8051
0.0014759393,0.9978558489210122,8100,8101
0.0014513673,0.997867793292162,8150,8151
0.0047979136,0.992411073922234,8200,8201
0.0028236113,0.9957551262338854,8250,8251
0.0012781437,0.9967813349030787,8300,8301
0.0013522868,0.9973256822433039,8350,8351
0.00055790134,0.997750082516228,8400,8401
0.0008941671,0.9981392893834962,8450,8451
0.00073192304,0.9967118526444003,8500,8501
0.0017777925,0.9947480166627406,8550,8551
0.0006524862,0.9961237288194392,8600,8601
0.003422599,0.9981483730929077,8650,8651
0.0022307069,0.9973619760521564,8700,8701
0.0015201967,0.9965177231403493,8750,8751
0.0024101736,0.9944535047152478,8800,8801
0.008076078,0.9931761014718186,8850,8851
0.0029095234,0.9959931274749523,8900,8901
0.0057099033,0.9970379590993608,8950,8951
0.0036785335,0.9971551350373342,9000,9001
0.0022788488,0.9967187792889001,9050,9051
0.0014154337,0.9967062215879006,9100,9101
0.002022233,0.9970927000370791,9150,9151
0.0020692118,0.9969212982118812,9200,9201
0.00346101,0.9959919391973744,9250,9251
0.003038849,0.9969850804126659,9300,9301
0.00217147,0.9950683416012958,9350,9351
0.0022687162,0.9976120234734307,9400,9401
0.002014715,0.9969384844482508,9450,9451
0.002489883,0.9940476035885379,9500,9501
0.0029211468,0.9961574603536296,9550,9551
0.001988967,0.9968320361491134,9600,9601
0.0011648419,0.9977357594764242,9650,9651
0.0019192467,0.9965172755705789,9700,9701
0.002356991,0.9980015352323557,9750,9751
0.0019527285,0.996790398323065,9800,9801
0.0005700024,0.9966781863619211,9850,9851
0.0013004543,0.9974304753219685,9900,9901
0.0012996787,0.997265702912197,9950,9951
